Image Name,X,Y,Grayscale,Prediction,FinalPred,L,A,B
109.png,83,186,0.2432694286108017,Brown,S,26.5102,8.321,5.2767
109.png,55,194,0.7109420299530029,Blue,N,73.8001,2.9951,-5.8367
109.png,54,183,0.5305415391921997,Brown,W,56.8323,3.4629,24.4221
1182.png,191,155,0.2837878465652466,Blue,N,30.9585,9.4896,-16.122
1257.png,52,78,0.1827415823936462,Brown,S,19.7194,10.0994,6.9448
1257.png,18,69,0.2210713624954224,Brown,S,24.3357,11.5214,10.2195
1257.png,121,124,0.1601207852363586,Brown,S,16.7175,6.2265,3.8674
1257.png,127,140,0.2585984468460083,Brown,S,28.5009,8.2524,15.957
1257.png,143,169,0.1866105943918228,Brown,S,20.4831,12.4335,10.8632
1257.png,123,186,0.3008055090904236,Brown,M,32.827,11.0674,-11.8913
1263.png,142,171,0.1659541130065918,Brown,S,17.6607,9.6121,5.3335
1263.png,137,178,0.3460337221622467,Brown,M,37.7964,8.0599,8.8868
1263.png,134,158,0.2155435234308243,Brown,S,23.3233,6.1189,8.6225
1274.png,124,170,0.2414827346801758,Brown,S,26.7968,11.9561,14.3628
1274.png,168,152,0.3226400017738342,Brown,M,35.018,0.046,5.2763
1274.png,168,124,0.1740572601556778,Brown,S,18.7751,11.9426,4.212
1274.png,186,57,0.1906678378582001,Brown,S,20.2672,3.2019,6.1842
1274.png,158,175,0.2614564895629883,Brown,S,28.5746,5.2427,12.7601
1274.png,153,169,0.2701407968997955,Brown,M,29.5398,3.5389,15.3349
1274.png,128,192,0.235083132982254,Brown,S,25.9107,12.5574,7.1698
1274.png,141,196,0.30619215965271,Brown,M,33.8275,12.2403,11.4509
1274.png,150,198,0.2630776464939117,Brown,S,29.0288,10.5349,12.258
1274.png,155,194,0.2272862643003464,Brown,S,24.7444,3.9789,15.1772
1274.png,173,195,0.2484847158193588,Brown,S,27.6093,13.4444,11.6309
1274.png,183,191,0.2157886326313019,Brown,S,23.5098,8.5402,9.6269
1274.png,192,186,0.2323678433895111,Brown,S,25.2407,9.008,1.4011
1277.png,181,88,0.2913313806056976,Brown,M,32.3598,14.8866,9.4043
1277.png,176,83,0.5025995969772339,Brown,W,53.8799,3.1531,16.8539
1277.png,183,99,0.4189380407333374,Brown,M,45.2662,-1.2999,13.9048
1277.png,181,110,0.315234512090683,Brown,M,34.459,6.431,10.3047
1277.png,198,113,0.2776784598827362,Brown,M,30.4541,5.5398,15.3899
1277.png,186,116,0.3190729320049286,Brown,M,35.2294,12.7116,10.9447
1277.png,179,123,0.3042953014373779,Brown,M,33.3497,9.0756,8.1286
1277.png,182,134,0.3379752933979034,Brown,M,36.7775,6.063,4.2087
1277.png,189,158,0.2079156935214996,Brown,S,22.7531,8.8092,13.9133
1277.png,186,178,0.3034023642539978,Brown,M,33.4371,8.7718,15.8509
1277.png,199,190,0.2950305938720703,Brown,M,32.4374,10.4969,8.7594
1277.png,191,197,0.3251094222068787,Brown,M,35.3637,5.6202,2.7338
1277.png,176,199,0.1848109662532806,Brown,S,19.5983,7.1886,-3.0556
1277.png,166,196,0.2248607873916626,Brown,S,24.1851,2.5147,4.4058
1277.png,161,197,0.3020325601100922,Brown,M,33.2334,12.1073,6.1089
1277.png,144,197,0.274843156337738,Brown,M,30.2912,6.4113,18.9589
1277.png,151,198,0.4009137153625488,Brown,M,43.5851,5.6977,14.6921
1277.png,140,182,0.3258545100688934,Blue,N,35.4739,4.6961,-14.2142
1277.png,163,161,0.1802784353494644,Brown,S,19.2956,11.2245,-2.7432
1277.png,135,150,0.3437709510326385,Brown,M,37.6616,11.0465,6.8821
1277.png,130,148,0.1788725554943085,Brown,S,19.0258,7.9058,3.0852
1277.png,116,155,0.2712568640708923,Brown,M,29.6743,4.1462,14.9034
1277.png,109,146,0.2156870663166046,Brown,S,23.1292,-4.988,7.4086
1277.png,107,153,0.1788725554943085,Brown,S,19.0258,7.9058,3.0852
1277.png,105,162,0.3338015973567963,Brown,M,36.2692,1.6414,7.7694
1277.png,110,171,0.2555094063282013,Brown,S,28.2704,12.8382,9.2786
1277.png,98,165,0.27252197265625,Brown,M,29.5638,5.7831,-5.37
1277.png,87,162,0.2508823573589325,Brown,S,27.2145,6.0965,2.2839
1277.png,86,167,0.4618874192237854,Blue,N,49.7004,10.7789,-13.4324
1277.png,87,180,0.3608274459838867,Blue,N,39.3138,10.8987,-18.7185
1277.png,90,186,0.3249447047710419,Brown,M,35.8536,9.7273,17.3723
1277.png,83,197,0.3460784554481506,Brown,M,37.7053,8.2682,3.1162
1277.png,73,197,0.3815819621086121,Blue,N,41.4165,7.1515,-16.0949
1277.png,70,186,0.4146062731742859,Blue,N,44.8171,7.3127,-13.8497
1277.png,60,190,0.2793227434158325,Blue,N,30.6167,12.3845,-21.1174
1277.png,74,169,0.367784708738327,Blue,N,40.0274,11.6098,-15.7372
1277.png,61,177,0.3207325637340546,Brown,M,35.4708,11.6449,15.6558
1277.png,49,180,0.2513952851295471,Brown,S,27.4153,8.4364,4.6212
1277.png,64,161,0.3880776166915894,Brown,M,42.1284,5.2156,9.5496
1277.png,53,158,0.2366772592067719,Brown,S,25.5395,5.7461,-6.255
1277.png,25,182,0.2306415736675262,Brown,S,25.1561,7.9276,9.2921
1277.png,20,198,0.3601278364658356,Brown,M,39.1231,7.6688,-1.0345
1277.png,19,184,0.450547844171524,Brown,M,48.5432,2.8053,12.1417
1277.png,11,186,0.5071988701820374,Brown,W,54.1465,1.9456,5.5573
1277.png,2,193,0.4016439318656921,Brown,M,43.3782,2.7622,-0.2868
1301.png,28,153,0.3107549250125885,Blue,N,34.2573,14.266,-27.9384
1301.png,27,163,0.3944548964500427,Blue,N,42.8236,9.9981,-18.7405
1301.png,27,177,0.3076298236846924,Blue,N,33.6519,10.5378,-20.15
1301.png,74,190,0.5139619708061218,Blue,N,54.8642,8.4389,-7.8888
1301.png,67,183,0.544151782989502,Brown,W,57.8332,4.7206,3.5099
1301.png,67,52,0.2641780376434326,Brown,S,29.363,15.2895,6.9931
1301.png,72,59,0.3442411720752716,Brown,M,37.3795,6.4531,-7.4657
1301.png,62,56,0.4849125146865845,Blue,N,51.8969,2.1473,-6.6419
1301.png,126,104,0.3459603786468506,Blue,N,37.5704,5.873,-10.316
1301.png,124,140,0.4140110015869141,Blue,N,44.7056,6.1653,-9.1865
1301.png,156,89,0.3206443190574646,Brown,M,34.8986,7.8145,-2.3725
1301.png,176,94,0.3330427706241608,Brown,M,36.1216,2.0664,-1.8978
1301.png,55,131,0.6544250845909119,Blue,N,68.5318,5.5981,-14.9518
1301.png,84,179,0.5755690336227417,Brown,W,60.8848,5.1906,-1.7096
1301.png,76,180,0.5069757103919983,Brown,W,54.0944,2.4675,-0.9571
1301.png,16,40,0.4727521538734436,Brown,W,50.7205,6.9187,-2.4149
1301.png,3,31,0.4427862465381622,Brown,M,47.6587,5.6355,-1.0759
1301.png,196,22,0.3329439461231232,Brown,M,36.3726,12.4359,-6.3874
1301.png,114,74,0.3305207788944244,Brown,M,35.8528,-1.8557,3.9398
1301.png,16,104,0.4344309866428375,Brown,M,46.7553,-0.799,3.4685
1301.png,16,95,0.3337850868701935,Brown,M,36.4033,10.6061,-3.8434
1301.png,41,87,0.45820352435112,Brown,M,49.8738,9.0867,25.2955
1301.png,25,96,0.5655980706214905,Blue,N,59.9477,5.9238,-12.8811
1313.png,27,114,0.2259243130683899,Brown,S,24.4486,5.2539,7.5372
1313.png,11,38,0.2829525470733643,Brown,M,31.3551,14.6519,6.637
1313.png,3,25,0.3905847072601318,Brown,M,42.4471,8.638,5.8026
1313.png,40,69,0.2728623449802399,Brown,M,30.2477,13.5783,9.5439
1313.png,54,77,0.2281572669744492,Brown,S,24.7381,2.1119,13.8141
1313.png,64,78,0.3243262767791748,Blue,N,35.7093,18.2158,-20.5667
1313.png,63,67,0.3359513878822327,Brown,M,36.7087,4.834,14.0961
1313.png,88,92,0.1407274454832077,Brown,S,14.9023,13.4576,2.0626
1313.png,102,93,0.2071427553892136,Brown,S,22.3477,3.6623,12.531
1313.png,86,108,0.1623529493808746,Brown,S,17.0385,7.5543,2.9516
1313.png,77,108,0.3179349005222321,Brown,M,35.1438,10.2621,17.6422
1313.png,123,86,0.2919886112213135,Brown,M,31.9465,2.5313,16.729
1313.png,128,94,0.1805462688207626,Brown,S,19.3573,11.2701,-1.2479
1313.png,87,136,0.1825341284275055,Brown,S,19.3552,5.416,4.2128
1313.png,88,120,0.2374894022941589,Brown,S,25.6115,-1.5723,7.7223
1313.png,103,159,0.2613129615783691,Brown,S,29.3766,16.1928,14.8628
1313.png,122,155,0.3226752877235413,Blue,N,35.2738,12.8799,-16.2995
1313.png,122,134,0.2866674363613129,Brown,M,31.3463,5.9874,10.9218
1313.png,102,142,0.3633580505847931,Blue,N,39.4919,7.6822,-15.3951
1313.png,150,177,0.1981905847787857,Brown,S,21.2716,5.2658,8.3669
1313.png,111,114,0.4378537237644196,Blue,N,47.1236,2.1982,-6.7605
1313.png,178,144,0.2567243278026581,Brown,S,27.9581,2.5878,13.1125
1313.png,199,136,0.1516439318656921,Brown,S,16.1999,12.8383,3.9788
1313.png,198,124,0.8586431741714478,Brown,W,87.4914,5.9756,7.6789
1313.png,198,107,0.2310443222522736,Brown,S,24.8784,4.1267,-0.5851
1313.png,191,93,0.5088133811950684,Blue,N,54.5316,9.347,-23.5577
1313.png,176,54,0.2529804110527039,Brown,S,27.9621,7.6383,19.6216
1313.png,161,29,0.3758596181869507,Brown,M,40.6944,3.5956,0.0079
1313.png,22,2,0.2768074572086334,Brown,M,30.4861,7.3462,16.7526
1313.png,38,6,0.3065203726291656,Brown,M,33.6288,8.1608,11.6913
1313.png,42,2,0.2729831635951996,Brown,M,29.7229,5.0137,7.2658
1313.png,58,8,0.4669404029846191,Brown,W,50.564,5.3597,24.3993
1313.png,68,5,0.2614486217498779,Brown,S,28.6107,7.3884,10.2765
1313.png,66,44,0.2088470458984375,Brown,S,22.4659,2.2979,11.3263
1313.png,60,38,0.3539529740810394,Brown,M,38.4655,-0.317,12.7466
1313.png,73,39,0.2517760694026947,Brown,S,27.2081,2.362,1.5362
1313.png,76,47,0.2441482245922089,Brown,S,26.463,4.3934,6.4441
1313.png,86,41,0.2543933391571045,Brown,S,28.1134,12.2448,9.6933
1313.png,88,49,0.2757886350154877,Brown,M,30.0194,4.3777,7.6815
1313.png,98,57,0.2676251232624054,Brown,M,29.2397,6.4081,9.8518
1313.png,97,49,0.3051733374595642,Brown,M,33.3629,9.6955,2.3919
1313.png,106,53,0.3163882493972778,Brown,M,34.4896,4.9453,8.4132
1313.png,109,46,0.336881160736084,Brown,M,36.6543,7.9579,-1.6162
1313.png,114,54,0.3331968784332275,Brown,M,36.4251,12.2382,-3.1468
1313.png,123,48,0.229883536696434,Brown,S,24.7957,3.055,5.9811
1313.png,126,41,0.5377529859542847,Brown,W,57.1598,1.6858,3.6074
1313.png,132,48,0.449548214673996,Brown,M,48.9392,14.2575,12.9974
1313.png,134,37,0.3564819693565369,Brown,M,38.7119,5.5206,2.678
1313.png,142,30,0.2313051074743271,Brown,S,24.9176,1.6625,5.4593
1313.png,128,20,0.3934199810028076,Brown,M,42.6754,8.242,2.4468
1313.png,120,19,0.2096796184778214,Brown,S,22.6116,7.326,4.2285
1313.png,109,22,0.225098043680191,Brown,S,24.3437,7.1312,2.7177
1313.png,104,30,0.568426251411438,Blue,N,60.2147,3.5487,-11.9345
1313.png,103,19,0.2595737278461456,Brown,S,28.1839,6.6429,0.4367
1313.png,95,20,0.3263874650001526,Brown,M,35.9546,14.456,3.8049
1313.png,86,24,0.2908129394054413,Brown,M,32.0709,2.5347,24.7541
1313.png,85,6,0.2817945182323456,Brown,M,30.5417,2.1714,-3.2908
1313.png,84,10,0.4767192006111145,Brown,W,51.0639,3.073,-1.3741
1313.png,104,7,0.2511423528194427,Brown,S,27.3257,8.4449,1.1719
1313.png,113,11,0.2649607956409454,Brown,M,28.8921,11.1722,-12.8583
1313.png,98,5,0.3335635364055634,Brown,M,36.1922,1.8449,2.6236
1313.png,118,4,0.2329262644052505,Brown,S,25.2658,7.0019,4.7512
1313.png,78,14,0.5456548929214478,Blue,N,57.9781,6.9744,-9.55
1313.png,78,4,0.5799537301063538,Blue,N,61.3522,-0.2805,-10.2524
1313.png,92,1,0.2649019658565521,Brown,M,28.7468,5.1557,1.9074
1314.png,138,122,0.5533125996589661,Blue,N,58.7969,6.5449,-16.9465
1314.png,148,113,0.5588254928588867,Blue,N,59.337,10.1316,-14.3305
1314.png,149,32,0.4771054685115814,Blue,N,51.3002,10.2055,-20.422
1314.png,159,34,0.4230368435382843,Blue,N,45.8185,10.8485,-20.68
1314.png,147,5,0.5286145210266113,Blue,N,56.3273,7.1559,-13.824
1314.png,141,8,0.7316439747810364,Blue,N,75.7242,1.0734,-0.771
1314.png,122,125,0.5541239380836487,Blue,N,58.8058,4.0335,-11.2159
1314.png,157,80,0.6656478643417358,Blue,N,69.5562,-1.0554,-7.3546
1314.png,185,40,0.5266863107681274,Blue,N,56.3607,13.9334,-25.2529
1314.png,160,42,0.6870764493942261,Blue,N,71.6077,8.389,-8.5223
1314.png,162,2,0.6572297811508179,Blue,N,68.8773,9.565,-20.4918
1314.png,73,30,0.3246482312679291,Brown,M,35.2924,6.84,-9.4104
1314.png,77,33,0.5155255198478699,Blue,N,55.1517,8.3024,-21.4398
1314.png,130,139,0.3725255131721497,Blue,N,40.3815,6.744,-7.2234
1314.png,117,26,0.4501831233501434,Blue,N,48.4678,7.4169,-14.2018
1314.png,121,33,0.7354761362075806,Brown,W,76.1202,0.0676,9.1006
1314.png,101,36,0.4374274611473083,Brown,M,47.2366,11.1031,-5.2289
1314.png,171,199,0.1850717663764954,Brown,S,19.6057,4.6351,3.1733
1314.png,187,188,0.3446278274059296,Brown,M,37.6508,5.2416,14.2007
1314.png,78,89,0.3373117744922638,Brown,M,37.0414,11.8112,7.8764
1314.png,88,75,0.2782509922981262,Brown,M,30.4811,7.8828,9.7301
1314.png,95,87,0.2776933610439301,Brown,M,30.3988,5.467,13.4035
1319.png,71,119,0.6426145434379578,Brown,W,67.5663,5.9845,15.5254
1319.png,78,108,0.4023584723472595,Blue,N,43.6508,6.6696,-19.3122
1319.png,78,98,0.3184270858764648,Brown,M,34.6216,6.8032,-3.4486
1319.png,60,89,0.2734960913658142,Brown,M,29.9318,7.453,9.5755
1319.png,85,86,0.2609953284263611,Brown,S,28.295,5.3343,-0.0814
1319.png,105,76,0.3703595995903015,Brown,M,40.4827,6.3565,16.9887
1319.png,97,113,0.3915082216262817,Brown,M,42.3783,5.3868,1.331
1319.png,87,138,0.2208192199468613,Brown,S,24.1148,7.0454,13.7569
1319.png,82,127,0.590802788734436,Brown,W,62.3426,-0.032,-4.178
1319.png,110,118,0.3474176526069641,Brown,M,37.9969,8.7792,9.8197
1319.png,122,121,0.425803542137146,Brown,M,46.3091,12.3325,8.5212
1319.png,127,112,0.3561843037605286,Brown,M,38.7035,5.2182,5.1559
1319.png,133,112,0.2135713696479797,Brown,S,23.1495,7.2562,8.4029
1319.png,148,84,0.2476513832807541,Brown,S,27.4727,12.9842,11.4226
1319.png,157,87,0.2165388166904449,Brown,S,24.2125,15.6396,10.8363
1319.png,167,92,0.3804874420166016,Brown,M,41.404,5.3494,12.7872
1319.png,168,103,0.2692988216876984,Brown,M,29.488,9.5079,5.7233
1319.png,156,111,0.3210380673408508,Brown,M,35.3759,9.6712,15.4638
1319.png,153,118,0.3357501924037933,Brown,M,36.5313,7.1821,0.7104
1319.png,167,112,0.3836572468280792,Brown,M,41.5958,7.5842,-1.033
1319.png,182,114,0.2619835436344147,Brown,S,28.843,11.9953,6.1469
1319.png,189,123,0.4788164794445038,Brown,W,51.4484,7.204,7.5786
1319.png,169,143,0.250837653875351,Brown,S,27.3113,5.8902,8.3703
1319.png,178,134,0.262719601392746,Brown,S,29.4573,14.9014,16.2167
1319.png,186,139,0.362041175365448,Brown,M,39.378,1.8779,13.483
1319.png,185,144,0.3883447051048279,Brown,M,42.2269,9.574,4.2676
1319.png,197,141,0.4203572273254395,Brown,M,45.4635,10.6096,-6.1278
1319.png,199,151,0.1447321623563766,Brown,S,14.8215,6.6173,1.0621
1319.png,196,167,0.3686623573303223,Brown,M,40.373,9.5495,13.8727
1319.png,179,174,0.3573310077190399,Brown,M,38.7765,1.6014,7.6734
1319.png,168,174,0.5065345168113708,Brown,W,54.2929,11.3277,2.4485
1319.png,46,22,0.2840635180473328,Blue,N,30.8994,6.8901,-12.3852
1319.png,29,25,0.1737745106220245,Brown,S,18.7462,11.7853,4.8686
1319.png,15,23,0.2448764741420746,Brown,S,26.9764,9.378,13.882
1319.png,11,17,0.2375611811876297,Brown,S,26.3637,12.0061,14.414
1319.png,31,3,0.4366396069526672,Brown,M,47.0401,6.8495,-4.3983
1319.png,4,178,0.3277486562728882,Brown,M,36.3174,17.1688,4.4073
1319.png,12,198,0.2833341062068939,Brown,M,30.895,4.1547,10.229
1323.png,182,110,0.1910592168569565,Brown,S,21.4949,18.9489,4.2352
1323.png,190,119,0.662082314491272,Brown,W,69.2212,0.6343,8.901
1323.png,187,133,0.3602995872497559,Blue,N,39.2399,8.9232,-18.8621
1323.png,176,158,0.3746917843818665,Brown,M,40.626,0.2988,10.3243
1323.png,158,141,0.1948713660240173,Brown,S,20.8396,8.2507,-1.84
1323.png,166,181,0.3386964499950409,Brown,M,37.1971,8.4728,15.504
1323.png,155,197,0.315613716840744,Brown,M,34.395,9.7141,-6.2936
1323.png,143,194,0.5351479053497314,Brown,W,56.9922,3.8211,9.1978
1323.png,174,97,0.2288497984409332,Brown,S,24.5833,0.8866,-1.089
1323.png,178,89,0.5967392325401306,Brown,W,63.0535,4.9467,10.6362
1323.png,187,82,0.2729000151157379,Brown,M,30.054,11.4372,7.9046
135.png,6,92,0.1308745145797729,Brown,S,14.2165,16.8567,4.0475
135.png,22,75,0.2804384529590607,Brown,M,30.9358,9.2411,14.9021
135.png,9,57,0.4805427491664886,Blue,N,51.5708,8.4654,0.6764
135.png,16,15,0.1620027422904968,Brown,S,17.3319,9.766,9.7855
135.png,32,11,0.1536082327365875,Brown,S,16.4785,13.9399,1.5497
135.png,65,7,0.5311521887779236,Blue,N,56.5842,6.6922,-14.595
135.png,53,19,0.2554647028446198,Brown,S,28.4773,13.1004,15.4404
135.png,38,47,0.1359050869941711,Brown,S,14.7661,15.392,8.4445
135.png,54,35,0.3514372408390045,Brown,M,38.1675,2.6448,7.4302
135.png,52,49,0.3595694303512573,Brown,M,39.1057,9.6746,-4.1453
135.png,189,164,0.423684298992157,Brown,M,45.7548,5.4327,5.1315
135.png,95,8,0.1460486352443695,Brown,S,15.3772,9.7347,8.4247
135.png,69,45,0.3432658910751343,Brown,M,37.4082,6.6457,7.0356
1368.png,3,73,0.2758980393409729,Brown,M,30.8281,15.314,13.0144
1368.png,3,81,0.4016796350479126,Brown,M,43.915,8.3389,20.0206
1368.png,14,80,0.2507780492305756,Brown,S,27.5304,6.1311,16.4725
1368.png,18,88,0.2059129327535629,Brown,S,22.8709,14.2374,10.9034
1368.png,5,91,0.2753772437572479,Brown,M,30.5875,14.8838,8.12
1368.png,3,99,0.3221917748451233,Brown,M,35.3609,8.0843,13.5241
